10001,LAAA001-01,大同分局 寧夏路派出所,民生西路231號,西,West,W,25.0563836,121.5139954
10001,LAAA002-01,大同分局 寧夏路派出所,民生西路257號,西,West,W,25.0571365,121.5144798
10001,LAAA003-01,大同分局 寧夏路派出所,寧夏路55號燈桿,東北,Northeast,NE,25.0575206,121.5156104
10001,LAAA004-01,大同分局 寧夏路派出所,興城街31號前燈桿,南,South,S,25.0583468,121.5177587
10001,LAAA005-01,大同分局 寧夏路派出所,錦西街63號,北北西,North-northwest,NNW,25.0598469,121.5157279
10001,LAAA006-01,大同分局 寧夏路派出所,興城街36號旁,東,East,E,25.0583069,121.5176155
10001,LAAA008-01,大同分局 寧夏路派出所,民生西路171巷27號前燈桿,南,South,S,25.0576205,121.5169901
10001,LAAA009-01,大同分局 寧夏路派出所,興城街75號前燈桿,南,South,S,25.0596147,121.5175181
10001,LAAA010-01,大同分局 寧夏路派出所,寧夏路67號旁,東,East,E,25.0583899,121.5152924
10001,LAAA011-01,大同分局 寧夏路派出所,民權西路136號前燈桿,南,South,S,25.0626752,121.5160296
10001,LAAA012-01,大同分局 寧夏路派出所,承德路2段與民權西路東南角,北,North,N,25.0628392,121.51822
10001,LAAA014-01,大同分局 寧夏路派出所,寧夏路55號旁,東北,Northeast,NE,25.0575206,121.5156104
10001,LAAA015-01,大同分局 寧夏路派出所,重慶北路2段171號〈家樂福〉,西北,Northwest,NW,25.0591212,121.5140864
10001,LAAA015-02,大同分局 寧夏路派出所,重慶北路2段171號〈家樂福〉,東,East,E,25.0591212,121.5140864
10001,LAAA016-01,大同分局 寧夏路派出所,民生西路49號旁(雙連捷運2號出口右側號誌),西,West,W,25.0577985,121.5204649
10001,LAAA017-01,大同分局 寧夏路派出所,興城街75號前燈桿,西,West,W,25.0596147,121.5175181
10001,LAAA018-01,大同分局 寧夏路派出所,錦西街178號,西,West,W,25.059713,121.515934
10001,LAAA018-02,大同分局 寧夏路派出所,錦西街178號,東,East,E,25.059713,121.515934
10001,LAAA019-01,大同分局 寧夏路派出所,寧夏路77號右前方,東南,Southeast,SE,25.0586062,121.515169
10001,LAAA020-01,大同分局 寧夏路派出所,承德路2段132號(分隔島),南,South,S,25.0592044,121.5180163
10001,LAAA021-01,大同分局 寧夏路派出所,歸綏街88-1號旁,東,East,E,25.0586833,121.5164131
10001,LAAA022-01,大同分局 寧夏路派出所,歸綏街63號,西,West,W,25.0593431,121.5175614
10001,LAAA023-01,大同分局 寧夏路派出所,歸綏街83巷口,北,North,N,25.0588862,121.5165405
10001,LAAA024-01,大同分局 寧夏路派出所,雙連街53巷28號旁燈桿,南,South,S,25.0592391,121.5199338
10001,LAAA025-01,大同分局 寧夏路派出所,民生西路63號旁,北,North,N,25.0577086,121.5201715
10001,LAAA026-01,大同分局 寧夏路派出所,萬全街42號,西,West,W,25.0585483,121.5199832
10001,LAAA026-02,大同分局 寧夏路派出所,萬全街42號,東,East,E,25.0585483,121.5199832
10001,LAAA027-01,大同分局 寧夏路派出所,承德路2段185號,東,East,E,25.0590862,121.5185134
10001,LAAA028-01,大同分局 寧夏路派出所,錦西街88號前號誌桿,東,East,E,,
10001,LAAA029-01,大同分局 寧夏路派出所,錦西街90號旁,南,South,S,25.0601495,121.518754
10001,LAAA030-01,大同分局 寧夏路派出所,雙連街2號,北,North,N,25.0579379,121.5191843
10001,LAAA031-01,大同分局 寧夏路派出所,萬全街78號前,東,East,E,25.0584057,121.5184979
10001,LAAA032-01,大同分局 寧夏路派出所,萬全街3巷1-18號,北,North,N,25.0594339,121.520081
10001,LAAA033-01,大同分局 寧夏路派出所,承德路2段173號,東,East,E,25.0587419,121.518498
10001,LAAA034-01,大同分局 寧夏路派出所,民生西路95號前.,西,West,W,25.0575962,121.5192909
10001,LAAA035-01,大同分局 寧夏路派出所,錦西街38巷26-1號,南,South,S,25.0594761,121.5203606
10001,LAAA035-02,大同分局 寧夏路派出所,錦西街38巷18號,北,North,N,25.059675,121.520313
10001,LAAA037-01,大同分局 寧夏路派出所,萬全街3巷1-16號,東,East,E,25.0594125,121.5200692
10001,LAAA039-01,大同分局 寧夏路派出所,"民生西路,寧夏路45巷口燈桿",東南,Southeast,SE,25.0572145,121.5156604
10001,LAAA039-02,大同分局 寧夏路派出所,"民生西路,寧夏路45巷口燈桿",北,North,N,25.0572145,121.5156604
10001,LAAA040-01,大同分局 寧夏路派出所,承德路2段159號前分隔島,東南,Southeast,SE,25.058227,121.518416
10001,LAAA041-01,大同分局 寧夏路派出所,歸綏街97巷37之1號 ,南,South,S,25.0596148,121.5158273
10001,LAAA042-01,大同分局 寧夏路派出所,寧夏路110號前號誌桿,南,South,S,,
10001,LAAA043-01,大同分局 寧夏路派出所,歸綏街171號對面燈桿,東北,Northeast,NE,25.0583224,121.5139022
10001,LAAA044-01,大同分局 寧夏路派出所,錦西街100號前號誌桿(西南角),東,East,E,25.0601324,121.5178937
10001,LAAA044-02,大同分局 寧夏路派出所,錦西街100號前號誌桿(西南角),西,West,W,25.0601324,121.5178937
10001,LAAA045-01,大同分局 寧夏路派出所,保安街1號-4,西,West,W,,
10001,LAAA046-01,大同分局 寧夏路派出所,寧夏路131-1號,北,North,N,25.0607497,121.5144979
10001,LAAA047-01,大同分局 寧夏路派出所,民權西路118巷14號右前燈桿,北,North,N,25.0622616,121.5168227
10001,LAAA048-01,大同分局 寧夏路派出所,民權西路136號前燈桿,北,North,N,25.0626752,121.5160296
10001,LAAA049-01,大同分局 寧夏路派出所,重慶北路2段與民權西路南端分隔島號誌,北,North,N,25.0629329,121.5136308
10001,LAAA050-01,大同分局 寧夏路派出所,涼州街1-20號,西,West,W,25.0609767,121.5157933
10001,LAAA051-01,大同分局 寧夏路派出所,民權西路184巷59-1號旁,西,West,W,25.06101,121.514897
10001,LAAA051-02,大同分局 寧夏路派出所,民權西路184巷59-1號旁,西北,Northwest,NW,25.06101,121.514897
10001,LAAA052-01,大同分局 寧夏路派出所,錦西街65巷38號前,東南,Southeast,SE,25.0603604,121.5152197
10001,LAAA053-01,大同分局 寧夏路派出所,蘭州街44號旁燈桿,北,North,N,25.0626343,121.5144914
10001,LAAA054-01,大同分局 寧夏路派出所,民權西路160巷34號對面燈桿,南,South,S,25.0610883,121.5158342
10001,LAAA055-01,大同分局 寧夏路派出所,承德路2段與民權西路東南角,東,East,E,25.0628392,121.51822
10001,LAAA056-01,大同分局 寧夏路派出所,蘭州街1號旁,東,East,E,25.0616136,121.5142207
10001,LAAA057-01,大同分局 寧夏路派出所,民權西路118巷15弄7號旁(停車場出入口前),北,North,N,25.0622584,121.517525
10001,LAAA058-01,大同分局 寧夏路派出所,蘭州街1號燈桿,北,North,N,25.0616136,121.5142207
10001,LAAA059-01,大同分局 寧夏路派出所,承德路2段156號對面分隔島,北,North,N,25.0603982,121.5180225
10001,LAAA059-02,大同分局 寧夏路派出所,承德路2段156號對面分隔島,北,North,N,25.0603982,121.5180225
10001,LAAA060-01,大同分局 寧夏路派出所,民權西路102巷與4弄口,東,East,E,25.0627164,121.5175133
10001,LAAA061-01,大同分局 寧夏路派出所,錦西街85之1號前,西南,Southwest,SW,25.0597514,121.5152789
10001,LAAA062-01,大同分局 寧夏路派出所,錦西街59巷40號,南,South,S,25.060452,121.515762
10001,LAAA063-01,大同分局 寧夏路派出所,民權西路144巷10弄2號左前方燈桿,東,East,E,25.0621593,121.5156972
10001,LAAA064-01,大同分局 寧夏路派出所,民權西路96巷19號斜對面巷內(民權西路捷運站2號出口旁巷內),東南,Southeast,SE,25.0622892,121.5191947
10001,LAAA065-01,大同分局 寧夏路派出所,民權西路184巷9號旁,東,East,E,25.0619512,121.514592
10001,LAAA066-01,大同分局 寧夏路派出所,承德路3段76號前,東南,Southeast,SE,25.0660265,121.5180657
10001,LAAA067-01,大同分局 寧夏路派出所,民權西路94巷2號口旁自立桿,南,South,S,25.0624798,121.5189342
10001,LAAA067-02,大同分局 寧夏路派出所,承德路2段132號(分隔島),北,North,N,25.0592044,121.5180163
10001,LAAA068-01,大同分局 寧夏路派出所,承德路2段民權西路102巷33弄口,南,South,S,25.0615692,121.5181783
10001,LAAA069-01,大同分局 寧夏路派出所,民權西路102巷與4弄口,北,North,N,25.0627164,121.5175133
10001,LAAA070-01,大同分局 寧夏路派出所,承德路2段與錦西街東北角,北,North,N,25.0601914,121.518291
10001,LAAA071-01,大同分局 寧夏路派出所,重慶北路2段207號前分隔島,北,North,N,25.0606726,121.5137348
10001,LAAA074-01,大同分局 寧夏路派出所,承德路２段與民權西路天橋(東南角人行道),東,East,E,25.0628392,121.51822
10001,LAAA076-01,大同分局 寧夏路派出所,民權西路102巷27號左對面燈桿,北,North,N,25.0618618,121.5177553
10001,LAAA077-01,大同分局 寧夏路派出所,民權西路136號,東,East,E,25.0626752,121.5160296
10001,LAAA078-01,大同分局 寧夏路派出所,民權西路160巷28號對面燈桿,南,South,S,25.0610159,121.515829
10001,LAAA079-01,大同分局 寧夏路派出所,民權西路133巷20號牆上,南,South,S,25.0641427,121.5169439
10001,LAAA080-01,大同分局 寧夏路派出所,昌吉街130號牆上,南,South,S,25.0658131,121.514185
10001,LAAA081-01,大同分局 寧夏路派出所,昌吉街110巷2號旁,南,South,S,25.0652486,121.5146458
10001,LAAA082-01,大同分局 寧夏路派出所,承德路3段51巷23號右前,北,North,N,25.0657518,121.5189483
10001,LAAA082-02,大同分局 寧夏路派出所,承德路3段51巷23號右前,南,South,S,25.0657518,121.5189483
10001,LAAA083-01,大同分局 寧夏路派出所,台北橋上橋處-西往東/東往西(分隔島),西,West,W,25.0329694,121.5654177
10001,LAAA083-02,大同分局 寧夏路派出所,台北橋上橋處-西往東/東往西(分隔島),東,East,E,25.0329694,121.5654177
10001,LAAA084-01,大同分局 寧夏路派出所,大龍街54號,北,North,N,25.064997,121.5159802
10001,LAAA085-01,大同分局 寧夏路派出所,北市大同區民權西路139號前燈桿路口監控,西,West,W,25.0631468,121.5168379
10001,LAAA086-01,大同分局 寧夏路派出所,承德路3段51巷20號前燈桿,北,North,N,25.0640109,121.5188302
10001,LAAA086-02,大同分局 寧夏路派出所,承德路3段51巷20號前燈桿,南,South,S,25.0640109,121.5188302
10001,LAAA087-01,大同分局 寧夏路派出所,承德路3段8巷2號前燈桿,東,East,E,25.0636189,121.517428
